ID,FoodGroup,Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg,VitA_USRDA,VitB6_USRDA,VitB12_USRDA,VitC_USRDA,VitE_USRDA,Folate_USRDA,Niacin_USRDA,Riboflavin_USRDA,Thiamin_USRDA,Calcium_USRDA,Copper_USRDA,Magnesium_USRDA,Phosphorus_USRDA,Selenium_USRDA,Zinc_USRDA,Description,Enery_kcal,Protein,Sodium,SaturatedFat,Cholesterol,Potassium,VitaminD,FoodGroup_Encoded
23116,Beef Products,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0.30508261409108395,1.5513258619636883,0.4597289101250172,-0.7570783169382805,-0.5996178969379927,0.0,8.0,0.312,3.19,-0.12908713420619813,-0.31407899599112393,7.0,3.772,0.225,0.07,-0.27912628265296974,0.09,0.0017597070899459373,20.0,0.013,181.0,32.2,9.55,0.0088888888888888,0.1835294117647058,1.3291666666666666,0.0,0.0053333333333333,0.0175,0.23575,0.173076923076923,0.0583333333333333,0.0116666666666666,0.0001,0.0476190476190476,0.2585714285714285,0.5854545454545456,0.8681818181818183,,,,,,,,,3
10047,Pork Products,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",0.14298941102394805,1.4359805062921758,0.2594892230188997,-0.7570783169382805,-0.5996178969379927,0.0,5.0,0.485,0.87,-0.12908713420619813,-0.2822442570911651,0.0,9.49,0.295,0.522,-0.2553221179695758,0.085,-0.30557555193395386,21.0,0.0069999999999999,230.0,40.2,2.91,0.0055555555555555,0.2852941176470588,0.3625,0.0,0.0139999999999999,0.0,0.593125,0.2269230769230769,0.4350000000000001,0.0158333333333333,9.444444444444446e-05,0.05,0.3285714285714285,0.730909090909091,0.2645454545454546,,,,,,,,,16
15270,Finfish and Shellfish Products,"Crustaceans, shrimp, untreated, raw",-0.835573259344317,0.7950696187303057,-0.5951482367081138,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.04108463581903061,0.391,-0.37906876604836465,35.0,0.033,214.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533333333333333,0.0004344444444444,0.0833333333333333,0.3057142857142857,0.0,0.1218181818181818,,,,,,,,,10
1259,Dairy and Egg Products,"Cheese spread, American or Cheddar cheese base, reduced fat",-0.28925913048841445,0.17276282079287272,-0.09032709782913682,-0.3673559443330257,-0.06085991160233457,0.0,185.0,0.099,1.17,-0.12908713420619813,-0.221023605360475,0.0,0.153,0.442,0.038,2.3060060019636093,0.032,-0.4057935711808777,27.0,0.026,931.0,15.5,1.81,0.2055555555555555,0.058235294117647,0.4875,0.0,0.0306666666666666,0.0,0.0095625,0.34,0.0316666666666666,0.4641666666666666,3.5555555555555546e-05,0.0642857142857142,1.33,0.2818181818181818,0.1645454545454545,,,,,,,,,7
19100,Sweets,"Candies, fudge, chocolate, prepared-from-recipe",1.121552081392213,-0.852322517513631,0.001952035084224514,2.024469597342361,4.980266506425085,1.7,44.0,0.012,0.09,-0.12908713420619813,-0.28959073529884793,4.0,0.176,0.085,0.026,-0.11249712986921234,0.3289999999999999,-0.17028122595060663,36.0,0.422,71.0,2.5,1.11,0.0488888888888888,0.0070588235294117,0.0375,0.0,0.012,0.01,0.011,0.0653846153846153,0.0216666666666666,0.0408333333333333,0.0003655555555555,0.0857142857142857,0.1014285714285714,0.0454545454545454,0.1009090909090909,,,,,,,,,23
4142,Fats and Oils,"Salad dressing, french dressing, reduced fat, without salt",0.052937631542205855,-1.02068952861479,0.18590716932327828,0.3083811667108194,1.5714394235718478,1.1,27.0,0.055,0.0,-0.12908713420619813,0.36669465125414985,2.0,0.467,0.052,0.024,-0.2934087814630061,0.16,-0.3206082548209924,8.0,0.11,16.0,1.6,0.2,0.03,0.0323529411764705,0.0,0.0,0.1906666666666666,0.005,0.0291875,0.04,0.02,0.0091666666666666,0.0001777777777777,0.019047619047619,0.0228571428571428,0.029090909090909,0.0181818181818181,,,,,,,,,9
8228,Breakfast Cereals,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",0.881414002774234,-0.25420103608796685,-0.20492209948625228,1.877823363766341,1.7545866140542248,6.9,0.0,1.197,0.0,-0.11779299092259354,-0.19898417073742655,381.0,11.968,1.017,0.892,1.0681894384271258,0.364,1.3212969605077767,92.0,2.224,296.0,16.4,1.94,0.0,0.7041176470588236,0.0,0.0088888888888888,0.0366666666666666,0.9525,0.748,0.7823076923076923,0.7433333333333334,0.2475,0.0004044444444444,0.219047619047619,0.4228571428571429,0.2981818181818181,0.1763636363636363,,,,,,,,,5
11850,Vegetables and Vegetable Products,"Radishes, oriental, cooked, boiled, drained, with salt",-1.2438079929948815,-1.0123176882837932,-0.6114327895751775,-0.6322652695026106,-0.4599681641951805,1.6,0.0,0.038,0.0,0.08408982027183845,-0.33366960454494476,17.0,0.15,0.023,0.0,-0.2648437838429334,0.1009999999999999,-0.4408698779173011,9.0,0.033,24.0,0.7,0.13,0.0,0.0223529411764705,0.0,0.1677777777777777,0.0,0.0425,0.009375,0.0176923076923076,0.0,0.0141666666666666,0.0001122222222222,0.0214285714285714,0.0342857142857142,0.0127272727272727,0.0118181818181818,,,,,,,,,24
20054,Cereal Grains and Pasta,"Rice, white, glutinous, raw",0.8754105508087845,-0.4411721368135633,-0.5927357103574377,2.215146089634755,-0.5996178969379927,2.8,0.0,0.107,0.0,-0.12908713420619813,-0.33366960454494476,7.0,2.145,0.055,0.18,-0.2934087814630061,0.171,-0.19867633140390173,23.0,0.974,71.0,15.1,1.2,0.0,0.0629411764705882,0.0,0.0,0.0,0.0175,0.1340625,0.0423076923076923,0.15,0.0091666666666666,0.0001899999999999,0.0547619047619047,0.1014285714285714,0.2745454545454545,0.109090909090909,,,,,,,,,6
17103,"Lamb, Veal, and Game Products","Veal, leg (top round), separable lean only, cooked, roasted",-0.4453488815901009,1.5364425902641379,-0.42144633945943355,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.31,1.18,-0.12908713420619813,-0.19898417073742655,16.0,10.08,0.33,0.06,-0.3172129461464,0.13,-0.31559735385864623,28.0,0.031,236.0,11.9,3.08,0.0,0.1823529411764705,0.4916666666666666,0.0,0.0366666666666666,0.04,0.63,0.2538461538461538,0.05,0.005,0.0001444444444444,0.0666666666666666,0.3371428571428571,0.2163636363636364,0.28,,,,,,,,,12
8003,Breakfast Cereals,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS",0.9054278106360318,-0.6002371031025036,-0.42084320787176455,2.4524000456932296,2.735187196428617,9.3,527.0,1.79,5.4,0.6332675374371115,-0.30428369171421354,594.0,17.9,1.52,1.34,-0.2886479485263273,0.098,2.2232591337300915,29.0,0.499,70.0,5.6,5.4,0.5855555555555556,1.0529411764705885,2.2500000000000004,0.6,0.008,1.485,1.11875,1.1692307692307693,1.1166666666666667,0.01,0.0001088888888888,0.069047619047619,0.1,0.1018181818181818,0.490909090909091,,,,,,,,,5
17041,"Lamb, Veal, and Game Products","Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",-0.08514176366313216,1.4480731645480602,0.007380219373245763,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.14,3.11,-0.12908713420619813,-0.2846930831603927,23.0,6.15,0.28,0.1,-0.24580045209621826,0.1369999999999999,-0.10012861247775996,29.0,0.0279999999999999,217.0,31.3,6.6,0.0,0.0823529411764706,1.2958333333333334,0.0,0.0133333333333333,0.0575,0.384375,0.2153846153846154,0.0833333333333333,0.0175,0.0001522222222222,0.069047619047619,0.31,0.5690909090909091,0.6,,,,,,,,,12
4634,Fats and Oils,"Margarine-like, vegetable oil spread, 20% fat, without salt",-0.29526258245386394,-1.0746413885256585,0.5501986482753716,-0.7425228595113803,-0.5996178969379927,0.0,819.0,0.0,0.0,-0.12908713420619813,0.7683021266074768,0.0,0.0,0.0,0.0,-0.3457779437664727,0.0,-0.465924382729032,1.0,0.0,14.0,0.0,0.0,0.91,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0023809523809523,0.02,0.0,0.0,,,,,,,,,9
8204,Breakfast Cereals,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",1.0855313695995161,-0.7639530917975531,-0.4148118919950743,2.416011402125979,2.735187196428617,3.8,1324.0,1.764,5.29,0.6177380904221552,-0.3067325177834411,587.0,17.637,1.499,1.3230000000000002,-0.012519638198957912,0.24,2.184842226352104,36.0,0.246,141.0,6.5,0.56,1.4711111111111108,1.0376470588235294,2.2041666666666666,0.5877777777777777,0.0073333333333333,1.4675,1.1023125,1.1530769230769229,1.1025,0.0583333333333333,0.0002666666666666,0.0857142857142857,0.2014285714285714,0.1181818181818181,0.0509090909090909,,,,,,,,,5
19173,Sweets,"Gelatin desserts, dry mix, prepared with water",-0.973652654549655,-0.9611564418165901,-0.6259079476792343,-0.2407234647189934,0.4298219362316998,0.0,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,1.0,0.001,0.006,0.0,-0.33149544495643635,0.024,-0.46258378208746787,1.0,0.002,22.0,1.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0025,6.25e-05,0.0046153846153846,0.0,0.0025,2.666666666666667e-05,0.0023809523809523,0.0314285714285714,0.02,0.0009090909090909,,,,,,,,,23
1071,Dairy and Egg Products,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",-0.18119699511032383,-0.7388375708045626,0.14127543183577015,-0.1337408526312764,0.707595175129971,0.0,34.0,0.03,0.26,-0.11920475883304414,-0.2234724314297026,4.0,0.06,0.1169999999999999,0.027,0.08269702053461774,0.012,-0.45924318144590376,10.0,0.005,86.0,4.8,0.27,0.0377777777777777,0.0176470588235294,0.1083333333333333,0.0077777777777777,0.03,0.01,0.00375,0.09,0.0225,0.075,1.3333333333333332e-05,0.0238095238095238,0.1228571428571428,0.0872727272727272,0.0245454545454545,,,,,,,,,7
13895,Beef Products,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",0.154996314954847,2.0964256879597056,0.0743278256045079,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.27,2.61,-0.12908713420619813,-0.33366960454494476,9.0,3.63,0.24,0.07,-0.3219737790830788,0.118,0.05854991799653617,24.0,0.017,214.0,32.5,4.31,0.0,0.1588235294117647,1.0875,0.0,0.0,0.0225,0.226875,0.1846153846153846,0.0583333333333333,0.0041666666666666,0.0001311111111111,0.0571428571428571,0.3057142857142857,0.5909090909090909,0.3918181818181818,,,,,,,,,3
3153,Baby Foods,"Babyfood, fruit, apple and raspberry, junior",-0.997666462411453,-1.0560372989012212,-0.6138453159258538,-0.19669320600262005,0.3893769316668417,2.1,2.0,0.034,0.0,0.27891379191401755,-0.3165278220603515,1.0,0.104,0.0289999999999999,0.012,-0.3219737790830788,0.053,-0.4291777756718266,4.0,0.0,8.0,0.3,0.03,0.0022222222222222,0.02,0.0,0.3211111111111111,0.0046666666666666,0.0025,0.0065,0.0223076923076923,0.01,0.0041666666666666,5.888888888888889e-05,0.0095238095238095,0.0114285714285714,0.0054545454545454,0.0027272727272727,,,,,,,,,1
19269,Snacks,"Snacks, GENERAL MILLS, BETTY CROCKER Fruit Roll Ups, berry flavored, with vitamin C",0.8934209067051329,-1.06533934371344,-0.4148118919950743,2.3432341149914775,2.3536305495903322,0.0,0.0,0.0,0.0,1.5650343583344901,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.3457779437664727,0.0,-0.465924382729032,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581818181818181,0.0,,,,,,,,,20
32009,"Meals, Entrees, and Side Dishes","Pasta mix, classic beef, unprepared",0.7793553193615929,0.07137053233968862,-0.5185505250741472,1.8701817486172185,-0.22187681656809072,2.0,0.0,0.133,0.01,-0.09238116853448324,-0.25285834426043385,197.0,5.24,0.423,2.36,-0.24580045209621826,0.163,-0.013272995797092617,39.0,0.657,127.0,43.2,0.99,0.0,0.078235294117647,0.0041666666666666,0.0288888888888888,0.022,0.4925,0.3275,0.3253846153846154,1.9666666666666663,0.0175,0.0001811111111111,0.0928571428571428,0.1814285714285714,0.7854545454545455,0.09,,,,,,,,,14
8582,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, DORA THE EXPLORER",0.8513967429469865,-0.5537268790414099,-0.28212294270788796,2.2559013704300757,1.018182285656335,10.2,522.0,1.852,5.6,0.18432534191382915,-0.10592878010677761,1246.0,18.5,1.6,1.4,1.4157302428046767,0.126,4.544976579617161,30.0,0.0,74.0,8.5,13.9,0.58,1.0894117647058823,2.333333333333333,0.2466666666666666,0.062,3.115,1.15625,1.2307692307692308,1.1666666666666667,0.3083333333333333,0.00014,0.0714285714285714,0.1057142857142857,0.1545454545454545,1.2636363636363637,,,,,,,,,5
4705,Fats and Oils,"Salad dressing, caesar, fat-free",-0.559414468933641,-0.9379013297860432,-0.6120359211628466,0.36114469988333286,0.07344802808474175,0.2,1.0,0.04,0.04,-0.12767536629574758,-0.32877195240648954,2.0,0.0289999999999999,0.009,0.031,-0.18867045685607287,0.019,-0.4174856734263521,4.0,0.04,30.0,2.2,0.3,0.0011111111111111,0.0235294117647058,0.0166666666666666,0.0011111111111111,0.0013333333333333,0.005,0.0018125,0.0069230769230769,0.0258333333333333,0.0275,2.111111111111111e-05,0.0095238095238095,0.0428571428571428,0.04,0.0272727272727272,,,,,,,,,9
2044,Spices and Herbs,"Basil, fresh",-1.2077872812021848,-0.7816269769407687,-0.5873075260684164,-0.6606484114850663,-0.5767244981276957,1.6,264.0,0.155,0.0,0.1250310896749051,-0.13776351900673647,68.0,0.902,0.076,0.034,0.49688948602567184,0.385,0.06356081895888233,64.0,1.148,56.0,0.3,0.81,0.2933333333333333,0.0911764705882352,0.0,0.2,0.0533333333333333,0.17,0.056375,0.0584615384615384,0.0283333333333333,0.1475,0.0004277777777777,0.1523809523809524,0.08,0.0054545454545454,0.0736363636363636,,,,,,,,,22
15063,Finfish and Shellfish Products,"Fish, pike, northern, cooked, dry heat",-0.6674766043117316,1.2220334756111453,-0.5728323679643598,-0.7570783169382805,-0.5996178969379927,0.0,24.0,0.135,2.3,-0.07543995360907635,-0.33366960454494476,17.0,2.8,0.077,0.067,0.001762860611078435,0.065,-0.34733305995350544,40.0,0.31,282.0,16.2,0.86,0.0266666666666666,0.0794117647058823,0.9583333333333331,0.0422222222222222,0.0,0.0425,0.175,0.0592307692307692,0.0558333333333333,0.0608333333333333,7.222222222222222e-05,0.0952380952380952,0.4028571428571429,0.2945454545454545,0.0781818181818181,,,,,,,,,10
8449,Breakfast Cereals,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry",0.8153760311542897,-0.2560614450504105,-0.34424549623779793,1.942231262880375,-0.44546901161532565,4.3,1.0,0.16,0.33,-0.12908713420619813,-0.3067325177834411,0.0,8.14,0.69,0.76,1.6442502237652583,0.0,4.608447991806878,27.0,0.0,76.0,0.0,0.42,0.0011111111111111,0.0941176470588235,0.1375,0.0,0.0073333333333333,0.0,0.50875,0.5307692307692307,0.6333333333333334,0.3483333333333333,0.0,0.0642857142857142,0.1085714285714285,0.0,0.0381818181818181,,,,,,,,,5
11246,Vegetables and Vegetable Products,"Leeks, (bulb and lower leaf-portion), raw",-0.9796561065151045,-0.9351107163423776,-0.6078140000491634,-0.24217901046168339,-0.30200371240413054,1.8,83.0,0.233,0.0,0.04032501504787068,-0.10837760617600523,64.0,0.4,0.03,0.06,-0.06488880050242452,0.12,-0.11516131536479851,28.0,0.481,35.0,1.0,0.12,0.0922222222222222,0.1370588235294118,0.0,0.1333333333333333,0.0613333333333333,0.16,0.025,0.023076923076923,0.05,0.0491666666666666,0.0001333333333333,0.0666666666666666,0.05,0.0181818181818181,0.0109090909090909,,,,,,,,,24
19814,Snacks,"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",0.9414485224287288,-0.22815531061375446,-0.4148118919950743,2.1249022535879734,-0.43096985903547086,2.8,0.0,0.1159999999999999,0.0,-0.12908713420619813,-0.24796069212197866,233.0,5.251,0.623,0.461,-0.17438795804603652,0.264,0.25564535584881976,35.0,1.789,113.0,5.8,0.85,0.0,0.068235294117647,0.0,0.0,0.0233333333333333,0.5825,0.3281875,0.4792307692307693,0.3841666666666667,0.03,0.0002933333333333,0.0833333333333333,0.1614285714285714,0.1054545454545454,0.0772727272727272,,,,,,,,,20
21071,Fast Foods,"Fast foods, chimichanga, with beef and cheese",0.10696869923125117,-0.05513727710648601,0.1467036161247914,0.02491363332193651,-0.5996178969379927,0.0,72.0,0.12,0.71,-0.10791061554943954,-0.33366960454494476,72.0,2.55,0.47,0.21,0.27313033800176906,0.192,-0.11516131536479851,33.0,0.267,102.0,12.6,1.84,0.08,0.0705882352941176,0.2958333333333333,0.0166666666666666,0.0,0.18,0.159375,0.3615384615384615,0.175,0.1083333333333333,0.0002133333333333,0.0785714285714285,0.1457142857142857,0.2290909090909091,0.1672727272727272,,,,,,,,,8
8146,Breakfast Cereals,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",0.8513967429469865,0.43787109794110657,-0.4962346563303931,2.022650165163999,-0.4950713757043027,9.4,0.0,0.13,0.42,-0.12908713420619813,-0.33366960454494476,240.0,5.2860000000000005,0.397,0.639,-0.2315179532861819,0.4529999999999999,0.2706780587358583,133.0,0.0,331.0,123.1,3.07,0.0,0.0764705882352941,0.175,0.0,0.0,0.6,0.330375,0.3053846153846153,0.5325000000000001,0.02,0.0005033333333333,0.3166666666666666,0.4728571428571429,2.2381818181818183,0.279090909090909,,,,,,,,,5
23612,Beef Products,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",-0.5113868532100452,0.968087652237574,-0.32132649590637485,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.489,2.11,-0.12908713420619813,-0.26265364853734424,13.0,5.221,0.168,0.077,-0.27436544971629095,0.091,-0.12852371793105505,23.0,0.015,201.0,24.5,5.48,0.0,0.2876470588235294,0.8791666666666667,0.0,0.0193333333333333,0.0325,0.3263125,0.1292307692307692,0.0641666666666666,0.0125,0.0001011111111111,0.0547619047619047,0.2871428571428571,0.4454545454545454,0.4981818181818182,,,,,,,,,3
19103,Sweets,"Candies, fudge, vanilla, prepared-from-recipe",0.9534554263596277,-0.9769699179973619,-0.29720123239961366,2.232248752111363,5.487736846720003,0.0,46.0,0.009,0.08,-0.12908713420619813,-0.2993860395757583,1.0,0.038,0.074,0.0139999999999999,-0.16486629217267895,0.004,-0.46258378208746787,3.0,0.002,30.0,1.7,0.15,0.0511111111111111,0.0052941176470588,0.0333333333333333,0.0,0.0093333333333333,0.0025,0.002375,0.0569230769230769,0.0116666666666666,0.0316666666666666,4.444444444444443e-06,0.0071428571428571,0.0428571428571428,0.0309090909090909,0.0136363636363636,,,,,,,,,23
5695,Poultry Products,"Turkey, enhanced, dark meat, meat only, cooked, roasted",-0.39732126586650507,1.3531923074634293,-0.26402899507781713,-0.7570783169382805,-0.5996178969379927,0.0,5.0,0.435,1.65,-0.12908713420619813,-0.3165278220603515,8.0,6.827000000000001,0.335,0.0559999999999999,-0.26960461677961217,0.128,-0.28720224840535113,24.0,0.017,208.0,31.4,3.4,0.0055555555555555,0.2558823529411764,0.6875,0.0,0.0046666666666666,0.02,0.4266875,0.2576923076923077,0.0466666666666666,0.0133333333333333,0.0001422222222222,0.0571428571428571,0.2971428571428571,0.5709090909090909,0.3090909090909091,,,,,,,,,17
23523,Beef Products,"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",0.016916919749508985,1.3224955595831074,0.1539411951768197,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.32,3.38,-0.12908713420619813,-0.28959073529884793,8.0,3.619,0.2289999999999999,0.11,-0.3124521132097212,0.111,-0.0032511938724002227,24.0,0.0,215.0,19.9,8.76,0.0,0.188235294117647,1.4083333333333334,0.0,0.012,0.02,0.2261875,0.1761538461538461,0.0916666666666666,0.0058333333333333,0.0001233333333333,0.0571428571428571,0.3071428571428572,0.3618181818181818,0.7963636363636364,,,,,,,,,3
6389,"Soups, Sauces, and Gravies","CAMPBELL'S CHUNKY Soups, Beef with White and Wild Rice Soup",-1.0036699143769023,-0.7704645231661063,-0.5891169208314235,-0.4004696099792238,-0.4439427850279725,0.8,0.0,0.0,0.0,-0.12908713420619813,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.30769128027304243,0.0,-0.3924311686146212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,21
19191,Sweets,"Puddings, coconut cream, dry mix, instant, prepared with 2% milk",-0.7034973161044284,-0.8048820889713154,-0.48718768251535766,-0.05841636044706751,-0.5996178969379927,0.1,45.0,0.038,0.3,-0.11779299092259354,-0.33366960454494476,4.0,0.086,0.138,0.034,0.13982701577476314,0.025,-0.4408698779173011,14.0,0.019,201.0,2.0,0.33,0.05,0.0223529411764705,0.125,0.0088888888888888,0.0,0.01,0.005375,0.1061538461538461,0.0283333333333333,0.085,2.7777777777777776e-05,0.0333333333333333,0.2871428571428571,0.0363636363636363,0.03,,,,,,,,,23
10003,Pork Products,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",-0.07913831169768268,0.6201911762605934,0.26612367048325897,-0.7570783169382805,-0.5996178969379927,0.0,1.0,0.504,0.67,-0.12485183047484641,-0.30428369171421354,3.0,4.73,0.255,0.622,-0.2934087814630061,0.075,-0.31726765417942826,21.0,0.0139999999999999,195.0,28.5,2.27,0.0011111111111111,0.2964705882352941,0.2791666666666667,0.0033333333333333,0.008,0.0075,0.295625,0.1961538461538461,0.5183333333333333,0.0091666666666666,8.333333333333333e-05,0.05,0.2785714285714286,0.5181818181818182,0.2063636363636364,,,,,,,,,16
25063,Snacks,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",1.685876566144464,-0.5816330134780661,0.8662396002139424,1.620555653745879,-0.2882676731179523,2.7,0.0,0.252,0.0,-0.11920475883304414,1.8898644663137192,16.0,2.5580000000000003,0.085,0.132,-0.22199628741282434,0.141,-0.32394885546255653,40.0,0.7609999999999999,127.0,8.4,0.91,0.0,0.148235294117647,0.0,0.0077777777777777,0.6053333333333334,0.04,0.159875,0.0653846153846153,0.11,0.0216666666666666,0.0001566666666666,0.0952380952380952,0.1814285714285714,0.1527272727272727,0.0827272727272727,,,,,,,,,20
12203,Nut and Seed Products,"Nuts, chestnuts, japanese, boiled and steamed",-1.0096733663423518,-0.998364621065465,-0.6144484475135228,-0.2971258622482319,-0.5996178969379927,0.0,1.0,0.102,0.0,0.005030817286606342,-0.33366960454494476,17.0,0.5429999999999999,0.059,0.125,-0.2934087814630061,0.204,-0.37739846572758257,18.0,0.5760000000000001,26.0,0.0,0.4,0.0011111111111111,0.06,0.0,0.1055555555555555,0.0,0.0425,0.0339375,0.0453846153846153,0.1041666666666666,0.0091666666666666,0.0002266666666666,0.0428571428571428,0.0371428571428571,0.0,0.0363636363636363,,,,,,,,,15
6165,"Soups, Sauces, and Gravies","Sauce, homemade, white, thin",-0.7155042200353274,-0.7239542991050126,-0.220000389177978,-0.4878023545406255,-0.2348497425605924,0.1,73.0,0.0409999999999999,0.3,-0.11779299092259354,-0.2920395613680755,12.0,0.261,0.184,0.055,0.2540870062550539,0.013,-0.43084807599260866,15.0,0.024,101.0,3.3,0.42,0.0811111111111111,0.0241176470588235,0.125,0.0088888888888888,0.0113333333333333,0.03,0.0163125,0.1415384615384615,0.0458333333333333,0.105,1.4444444444444446e-05,0.0357142857142857,0.1442857142857143,0.06,0.0381818181818181,,,,,,,,,21
6264,"Soups, Sauces, and Gravies","Sauce, white, thin, prepared-from-recipe, with butter",-0.9136181348951603,-0.7072106184430188,-0.47150626123596295,-0.4554164617657724,-0.19593096458308737,0.1,84.0,0.037,0.55,-0.12908713420619813,-0.31407899599112393,13.0,0.319,0.208,0.068,0.27789117093844784,0.019,-0.4291777756718266,12.0,0.031,110.0,4.7,0.47,0.0933333333333333,0.0217647058823529,0.2291666666666667,0.0,0.0053333333333333,0.0325,0.0199375,0.1599999999999999,0.0566666666666666,0.1091666666666666,2.111111111111111e-05,0.0285714285714285,0.1571428571428571,0.0854545454545454,0.0427272727272727,,,,,,,,,21
27030,"Soups, Sauces, and Gravies","PACE, Triple Pepper Salsa",-1.0637044340313973,-0.7834873859032123,-0.6259079476792343,-0.4157528402774691,-0.12267208839013669,3.1,0.0,0.0,0.0,-0.023204540922405127,-0.33366960454494476,0.0,0.0,0.0,0.0,-0.3457779437664727,0.0,-0.465924382729032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,21
27001,"Soups, Sauces, and Gravies","Soup, hot and sour, Chinese restaurant",-1.111732049754993,-0.8346486323704154,-0.5529290255712818,-0.5987877174207401,-0.5675671386035768,0.5,9.0,0.064,0.1,-0.12908713420619813,-0.23816538784506822,8.0,0.507,0.031,0.026,-0.2553221179695758,0.026,-0.3590251621989799,9.0,0.085,32.0,0.4,0.22,0.01,0.0376470588235294,0.0416666666666666,0.0,0.026,0.02,0.0316875,0.0238461538461538,0.0216666666666666,0.0158333333333333,2.888888888888889e-05,0.0214285714285714,0.0457142857142857,0.0072727272727272,0.02,,,,,,,,,21
10068,Pork Products,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",-0.30726948638476287,1.490862570684266,-0.2592039423764649,-0.7570783169382805,-0.5996178969379927,0.0,0.0,0.722,0.56,-0.12908713420619813,-0.3091813438526687,0.0,8.512,0.195,0.6579999999999999,-0.3219737790830788,0.083,-0.360695462519762,27.0,0.0069999999999999,237.0,45.3,2.15,0.0,0.4247058823529412,0.2333333333333333,0.0,0.0066666666666666,0.0,0.532,0.15,0.5483333333333333,0.0041666666666666,9.222222222222224e-05,0.0642857142857142,0.3385714285714286,0.8236363636363636,0.1954545454545454,,,,,,,,,16
16081,Legumes and Legume Products,"Mung beans, mature seeds, cooked, boiled, without salt",-0.7155042200353274,-0.421637842707904,-0.6029889473478112,-0.06023579262543007,-0.4469952382026788,7.6,1.0,0.067,0.0,-0.1149694551016924,-0.29693721350653074,159.0,0.5770000000000001,0.061,0.1639999999999999,-0.21723545447614556,0.156,-0.23208233781954304,48.0,0.298,99.0,2.5,0.84,0.0011111111111111,0.0394117647058823,0.0,0.0111111111111111,0.01,0.3975,0.0360625,0.0469230769230769,0.1366666666666667,0.0225,0.0001733333333333,0.1142857142857142,0.1414285714285714,0.0454545454545454,0.0763636363636363,,,,,,,,,13
